team,season,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
SEA,2021,SEA,2021020096,SEA,MTL,HOME,20211026,Team Level,5on5,0.575,0.5652,0.5098,2880,17.912,1.694,1.317,4.162,0.571,10.681,7.575,1.693,1.717,1.717,20,6,13,39,5,0,0,4,0,4,13,15,21,2,4,22,29,10,4,19,4,3,0.546,0.51,0.638,1,1,3,41.21,26,26.917,2,0.273,0,0,1.966,1.993,1.992,17.831,1.252,1.158,3.954,0.575,10.387,7.673,1.222,1.249,1.217,20,5,5,30,1,1,1,4,1,9,9,19,24,4,8,16,36,1,0,22,2,1,0.761,0.236,0.255,0,0,1,28.084,25,24.034,0,0.235,0.255,0.255,1.232,1.213,1.202
SEA,2021,SEA,2021020096,SEA,MTL,HOME,20211026,Team Level,4on5,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57,0.033,0.224,0.78,0.111,1.863,0.988,0.033,0.033,0.033,3,1,1,5,0,0,0,0,0,2,2,3,4,0,0,1,0,0,0,4,0,0,0.033,0,0,0,0,0,5,4,4,0,0.056,0,0,0.089,0.089,0.089
SEA,2021,SEA,2021020096,SEA,MTL,HOME,20211026,Team Level,5on4,0.9342,0.9412,0.9167,480,7.169,0.681,0.616,1.864,0.333,4.91,2.596,0.673,0.681,0.673,6,5,5,16,0,1,0,2,0,3,5,6,11,0,0,7,0,1,2,9,2,0,0.477,0.203,0,0,0,0,16,11,11,1,0.152,0.077,0.077,0.756,0.756,0.748,0.735,0.048,0.042,0.112,0.021,0.209,0.569,0.048,0.048,0.048,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,3,4,1,0,1,0,0,0.048,0,0,0,0,0,1,1,1,0,0.009,0,0,0.057,0.057,0.057
SEA,2021,SEA,2021020110,SEA,MIN,HOME,20211028,Team Level,other,0.7316,0.5,0.5,100,1.247,1.096,0.043,0.038,0.031,0.476,0.316,0.965,1.096,0.965,2,0,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,1.096,0,0,2,3,2,2,0,0.01,0,0,1.106,1.106,0.973,1.814,0.402,0.155,0.467,0.055,0.726,0.195,0.362,0.402,0.362,2,0,1,3,0,0,0,2,0,0,0,2,2,0,0,2,0,0,0,0,1,1,0,0.182,0.22,0,0,0,3,2,2,0,0.057,0,0,0.459,0.459,0.413
SEA,2021,SEA,2021020110,SEA,MIN,HOME,20211028,Team Level,all,0.6711,0.5514,0.5581,3600,34.4,3.861,2.545,7.752,1.052,19.565,13.225,3.635,3.801,3.577,38,10,11,59,4,3,1,9,1,10,21,34,44,2,4,26,40,3,2,37,7,4,1.221,0.851,1.789,1,0,3,58.516,48,47.885,2,0.535,0.886,0.886,3.509,3.453,3.276,28.2,1.892,1.998,6.531,0.857,15.095,11.628,1.81,1.933,1.85,31,7,10,48,1,3,0,10,0,15,9,30,37,3,8,29,43,5,5,30,6,2,0.673,0.766,0.453,0,1,0,48.218,38,38.076,1,0.478,0.187,0.187,2.182,2.23,2.149
SEA,2021,SEA,2021020110,SEA,MIN,HOME,20211028,Team Level,5on5,0.6379,0.5854,0.5938,2780,27.921,2.332,2.107,6.629,0.844,15.692,10.397,2.252,2.272,2.194,30,8,10,48,2,3,1,7,1,7,18,28,36,2,4,21,34,2,1,30,6,2,0.928,0.711,0.693,1,0,1,47.516,38,37.885,1,0.43,0.886,0.886,1.876,1.82,1.794,19,1.324,1.13,4.429,0.576,10.164,8.376,1.287,1.365,1.327,22,4,8,34,1,1,0,8,0,9,7,21,25,3,8,21,38,3,5,20,5,1,0.508,0.583,0.233,0,1,0,34.218,26,26.076,1,0.232,0.111,0.111,1.445,1.493,1.465
SEA,2021,SEA,2021020110,SEA,MIN,HOME,20211028,Team Level,4on5,0.1678,0.1,0.1111,240,0.683,0.024,0.023,0.064,0.014,0.218,0.658,0.024,0.024,0.024,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,2,3,0,0,1,0,0,0.024,0,0,0,0,0,1,1,1,0,0.005,0,0,0.029,0.029,0.029,5.851,0.119,0.681,1.506,0.193,3.793,1.709,0.114,0.119,0.114,5,3,1,9,0,2,0,0,0,6,0,5,8,0,0,1,2,0,0,8,0,0,0.119,0,0,0,0,0,9,8,8,0,0.181,0.076,0.076,0.224,0.224,0.217
SEA,2021,SEA,2021020110,SEA,MIN,HOME,20211028,Team Level,5on4,0.8967,0.7778,0.7778,480,4.549,0.408,0.373,1.021,0.164,3.18,1.854,0.394,0.408,0.394,5,2,0,7,0,0,0,2,0,3,2,5,7,0,0,2,2,0,1,6,1,0,0.269,0.14,0,0,0,0,7,7,7,1,0.089,0,0,0.497,0.497,0.48,1.535,0.047,0.032,0.13,0.033,0.412,1.346,0.047,0.047,0.047,2,0,0,2,0,0,0,0,0,0,2,2,2,0,0,5,3,2,0,2,0,0,0.047,0,0,0,0,0,2,2,2,0,0.008,0,0,0.054,0.054,0.054
SEA,2021,SEA,2021020131,SEA,NYR,HOME,20211031,Team Level,other,0.1418,0.625,0.6667,200,2.792,0.276,0.262,0.461,0.096,1.964,0.94,0.273,0.276,0.273,4,0,1,5,0,0,0,0,0,2,2,4,4,0,0,2,0,0,0,2,2,0,0.043,0.233,0,0,0,0,5,4,4,0,0.067,0,0,0.343,0.343,0.339,1.571,1.67,0.032,0.025,0.014,0.139,0.121,1.67,1.67,1.67,1,1,1,3,1,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,2,0,0,1.67,0,0,1,3,2,2,0,0.007,0,0,1.677,1.677,1.677
SEA,2021,SEA,2021020131,SEA,NYR,HOME,20211031,Team Level,all,0.5488,0.646,0.6582,3600,36.933,3.408,2.864,7.6,1.187,22.57,14.372,3.266,3.256,3.122,32,20,21,73,1,1,0,6,1,21,22,31,51,2,4,31,21,5,6,32,19,1,0.974,2.209,0.226,1,0,0,69.49,52,49.593,4,0.644,0.226,0.226,3.826,3.667,3.532,18.546,2.802,1.08,4.231,0.597,10.162,8.128,2.798,2.9,2.896,18,9,13,40,3,0,0,7,0,5,12,15,24,2,4,26,26,1,4,22,2,3,0.626,0.209,1.968,2,0,1,43.017,27,29.136,3,0.223,0,0,3.025,3.142,3.136
SEA,2021,SEA,2021020131,SEA,NYR,HOME,20211031,Team Level,5on5,0.6554,0.593,0.5902,2878,25.496,2.153,1.814,5.542,0.834,15.008,10.648,2.049,2.001,1.904,20,16,15,51,1,1,0,5,1,11,17,19,35,1,2,20,18,5,5,23,12,1,0.571,1.357,0.226,1,0,0,47.49,36,33.593,3,0.375,0.226,0.226,2.302,2.143,2.054,16.975,1.132,1.048,4.206,0.583,10.023,8.008,1.128,1.23,1.226,17,8,10,35,2,0,0,7,0,4,12,15,23,2,4,24,25,1,4,22,2,1,0.626,0.209,0.298,2,0,0,38.017,25,27.136,3,0.216,0,0,1.348,1.465,1.459
SEA,2021,SEA,2021020131,SEA,NYR,HOME,20211031,Team Level,4on5,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SEA,2021,SEA,2021020131,SEA,NYR,HOME,20211031,Team Level,5on4,1,0.9444,1,381,8.645,0.979,0.787,1.597,0.256,5.597,2.784,0.945,0.979,0.945,8,4,5,17,0,0,0,1,0,8,3,8,12,1,2,8,1,0,0,7,5,0,0.36,0.62,0,0,0,0,17,12,12,0,0.202,0,0,1.181,1.181,1.138,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SEA,2021,SEA,2021020134,SEA,EDM,AWAY,20211101,Team Level,other,0.2784,0.25,0.3333,155,0.779,0.054,0.036,0.133,0.022,0.343,0.412,0.054,0.054,0.054,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0.054,0,0,0,0,0,1,1,1,0,0.009,0,0,0.063,0.063,0.063,1.594,0.14,0.135,0.22,0.047,0.917,0.541,0.14,0.14,0.14,2,0,1,3,0,0,0,1,0,1,0,2,2,0,0,0,0,1,1,2,0,0,0.14,0,0,0,0,0,3,2,2,1,0.034,0,0,0.174,0.174,0.174
SEA,2021,SEA,2021020134,SEA,EDM,AWAY,20211101,Team Level,all,0.451,0.5104,0.5441,3600,27.51,2.542,2.124,5.287,0.805,15.302,10.94,2.519,2.532,2.509,29,8,12,49,2,0,0,2,0,9,24,27,35,4,8,21,29,8,11,26,10,1,1.119,1.208,0.215,2,0,0,47.12,37,36.09,4,0.462,0,0,3.003,2.993,2.967,22.359,3.094,1.999,4.319,0.732,13.001,7.855,2.956,3.128,2.988,23,8,16,47,5,1,0,5,0,12,8,18,26,4,8,25,23,8,9,16,10,5,0.629,1.174,1.291,1,2,2,48.896,31,31.861,7,0.449,0.251,0.251,3.292,3.322,3.225
SEA,2021,SEA,2021020134,SEA,EDM,AWAY,20211101,Team Level,5on5,0.5411,0.5714,0.6042,2815,21.412,2.411,1.567,4.261,0.638,11.773,8.349,2.388,2.402,2.379,23,6,11,40,2,0,0,2,0,8,17,21,27,4,8,16,28,8,11,18,10,1,0.989,1.208,0.215,2,0,0,38.12,29,28.09,4,0.331,0,0,2.743,2.733,2.707,14.244,2.045,1.178,2.899,0.413,7.447,5.017,1.98,2.08,2.013,14,5,11,30,4,1,0,3,0,4,7,10,15,4,8,18,23,7,7,10,4,5,0.316,0.438,1.291,1,1,2,31.896,19,19.861,6,0.25,0.251,0.251,2.044,2.073,2.06
SEA,2021,SEA,2021020134,SEA,EDM,AWAY,20211101,Team Level,4on5,0.0184,0.0667,0.0909,270,0.763,0.017,0.021,0.123,0.02,0.241,0.578,0.017,0.017,0.017,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0.017,0,0,0,0,0,1,1,1,0,0.005,0,0,0.022,0.022,0.022,6.522,0.909,0.686,1.2,0.272,4.637,2.297,0.835,0.909,0.835,7,3,4,14,1,0,0,1,0,7,1,6,9,0,0,5,0,0,1,4,6,0,0.172,0.736,0,0,1,0,14,10,10,0,0.166,0,0,1.075,1.075,0.991
SEA,2021,SEA,2021020134,SEA,EDM,AWAY,20211101,Team Level,5on4,1,1,1,360,4.556,0.059,0.501,0.77,0.125,2.944,1.601,0.059,0.059,0.059,6,0,1,7,0,0,0,0,0,1,5,6,6,0,0,2,0,0,0,6,0,0,0.059,0,0,0,0,0,7,6,6,0,0.117,0,0,0.176,0.176,0.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEA,2021,SEA,2021020156,SEA,BUF,HOME,20211104,Team Level,other,0.9466,0.6,0.7143,327,3.438,0.833,0.233,0.463,0.107,1.692,1.673,0.829,0.833,0.829,4,1,1,6,2,0,0,1,0,1,1,2,3,0,0,1,3,1,2,2,2,1,0.124,0.223,0.486,0,1,1,6,5,5,1,0.057,0,0,0.89,0.89,0.885,1.479,0.047,0.077,0.347,0.045,0.897,0.588,0.047,0.047,0.047,1,1,2,4,0,0,0,0,0,0,2,1,2,0,0,6,0,0,0,2,0,0,0.047,0,0,0,0,0,4,2,2,0,0.024,0,0,0.07,0.07,0.07
SEA,2021,SEA,2021020156,SEA,BUF,HOME,20211104,Team Level,all,0.7572,0.5816,0.641,3600,35.043,3.795,2.586,7.476,1.113,20.037,14.993,3.519,3.765,3.49,38,12,7,57,5,2,0,9,2,18,14,33,45,7,17,24,20,9,7,35,11,4,1.175,1.275,1.345,3,1,1,57.106,50,50.323,2,0.558,0.638,0.638,3.714,3.68,3.546,20.119,1.217,1.2,5.432,0.692,11.417,8.042,1.183,1.242,1.207,21,7,13,41,2,1,0,6,1,7,11,19,26,8,19,34,16,5,3,24,2,2,0.565,0.224,0.428,0,1,1,40.478,28,27.807,2,0.265,0.143,0.143,1.339,1.361,1.352
SEA,2021,SEA,2021020156,SEA,BUF,HOME,20211104,Team Level,5on5,0.6968,0.5441,0.6071,2444,23.9,2.146,1.723,5.52,0.775,14.083,9.754,1.901,2.117,1.872,26,8,3,37,3,2,0,6,2,14,7,23,31,6,15,16,17,7,5,27,4,3,0.827,0.461,0.859,3,0,0,37.106,34,34.323,1,0.352,0.638,0.638,1.86,1.826,1.725,15.856,0.934,0.902,4.521,0.567,8.561,6.515,0.903,0.959,0.926,16,6,9,31,1,1,0,5,1,6,8,15,21,7,17,20,15,5,2,19,2,1,0.505,0.224,0.206,0,1,0,30.478,22,21.807,1,0.182,0.143,0.143,0.973,0.996,0.989
SEA,2021,SEA,2021020156,SEA,BUF,HOME,20211104,Team Level,4on5,0.5425,0.4,0.4286,349,2.25,0.281,0.134,0.29,0.059,0.706,1.53,0.281,0.281,0.281,2,1,1,4,0,0,0,0,0,0,3,2,3,1,2,2,0,1,0,0,3,0,0,0.281,0,0,0,0,4,3,3,0,0.031,0,0,0.311,0.311,0.311,2.784,0.237,0.221,0.564,0.081,1.959,0.939,0.234,0.237,0.234,4,0,2,6,1,0,0,1,0,1,1,3,3,1,2,5,0,0,0,3,0,1,0.014,0,0.223,0,0,1,6,4,4,0,0.059,0,0,0.296,0.296,0.293
SEA,2021,SEA,2021020156,SEA,BUF,HOME,20211104,Team Level,5on4,1,1,1,480,5.455,0.535,0.495,1.203,0.173,3.557,2.036,0.508,0.535,0.508,6,2,2,10,0,0,0,2,0,3,3,6,8,0,0,5,0,0,0,6,2,0,0.224,0.311,0,0,0,0,10,8,8,0,0.118,0,0,0.653,0.653,0.624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SEA,2021,SEA,2021020172,SEA,ARI,AWAY,20211106,Team Level,other,0.9718,0.8571,0.75,190,2.299,0.62,0.165,0.488,0.069,1.025,0.633,0.62,0.62,0.62,3,0,3,6,1,0,0,0,0,1,1,2,2,0,0,3,0,0,0,2,0,1,0.095,0,0.524,1,0,0,6,3,3,0,0.056,0,0,0.676,0.676,0.676,0.688,0.018,0.032,0.174,0.02,0.393,0.362,0.018,0.018,0.018,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,2,3,1,1,1,0,0,0.018,0,0,0,0,0,1,1,1,1,0.007,0,0,0.025,0.025,0.025
SEA,2021,SEA,2021020172,SEA,ARI,AWAY,20211106,Team Level,all,0.6656,0.6122,0.5972,3600,30.569,2.49,2.132,7.168,0.975,17.663,12.571,2.437,2.631,2.574,31,12,17,60,4,1,0,8,1,14,15,27,39,2,4,24,26,4,7,37,3,3,1.046,0.441,1.004,2,1,1,63.919,43,45.674,5,0.467,0.24,0.24,2.718,2.873,2.85,20.52,1.251,1.28,4.831,0.619,12.193,8.827,1.236,1.176,1.161,22,7,9,38,5,0,0,4,0,13,7,17,24,3,6,32,45,8,8,23,6,0,0.586,0.665,0,2,3,0,35.32,29,27.047,3,0.264,0,0,1.515,1.423,1.403
SEA,2021,SEA,2021020172,SEA,ARI,AWAY,20211106,Team Level,5on5,0.6127,0.5854,0.5667,3130,24.386,1.83,1.62,5.787,0.77,13.872,10.121,1.778,1.971,1.916,23,11,14,48,3,1,0,7,1,10,12,20,31,2,4,20,23,3,6,29,3,2,0.91,0.441,0.479,1,1,1,51.919,34,36.674,5,0.33,0.24,0.24,1.92,2.075,2.059,18.433,1.157,1.174,4.448,0.562,11.034,7.624,1.145,1.082,1.071,20,6,8,34,4,0,0,4,0,12,6,16,22,3,6,26,38,7,7,20,6,0,0.492,0.665,0,1,3,0,31.32,26,24.047,2,0.239,0,0,1.396,1.304,1.29
SEA,2021,SEA,2021020172,SEA,ARI,AWAY,20211106,Team Level,4on5,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.686,0.066,0.046,0.14,0.02,0.499,0.23,0.066,0.066,0.066,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.066,0,0,1,0,0,2,1,1,0,0.011,0,0,0.077,0.077,0.077
SEA,2021,SEA,2021020172,SEA,ARI,AWAY,20211106,Team Level,5on4,0.7885,0.8571,0.8571,240,3.884,0.041,0.347,0.893,0.136,2.766,1.817,0.039,0.041,0.039,5,1,0,6,0,0,0,1,0,3,2,5,6,0,0,1,2,0,1,6,0,0,0.041,0,0,0,0,0,6,6,6,0,0.081,0,0,0.123,0.123,0.115,0.713,0.011,0.027,0.068,0.016,0.267,0.611,0.007,0.011,0.007,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,3,4,0,0,1,0,0,0.011,0,0,0,0,0,1,1,1,0,0.006,0,0,0.017,0.017,0.011
SEA,2021,SEA,2021020191,SEA,VGK,AWAY,20211109,Team Level,other,0.0746,0.5556,0.5714,236,3.036,0.139,0.185,0.605,0.109,2.002,0.96,0.137,0.139,0.137,4,0,1,5,0,0,0,1,0,1,2,4,4,1,2,1,1,1,1,4,0,0,0.139,0,0,0,0,0,5,4,4,0,0.059,0,0,0.198,0.198,0.187,1.883,1.725,0.039,0.039,0.046,0.476,0.675,1.725,1.725,1.725,0,3,1,4,0,0,0,0,0,1,2,0,3,0,0,2,1,2,0,0,0,3,0,0,1.725,0,0,0,4,3,3,0,0.01,0,0,1.735,1.735,1.735
SEA,2021,SEA,2021020191,SEA,VGK,AWAY,20211109,Team Level,all,0.4219,0.5354,0.5,3600,25.594,2.63,1.842,5.951,0.81,14.255,9.512,2.604,2.702,2.676,27,8,18,53,2,3,1,3,1,9,17,25,33,3,6,31,30,11,3,27,7,1,0.848,0.897,0.885,0,1,1,53.941,35,35.673,0,0.409,1.099,1.099,1.939,2.014,1.995,25.878,3.603,1.572,6.433,0.805,12.678,9.908,3.584,3.547,3.528,23,12,11,46,4,2,1,9,1,10,9,19,31,4,8,28,15,13,6,27,3,5,0.927,0.444,2.233,1,1,2,45.112,35,34.157,2,0.339,0.332,0.332,3.611,3.56,3.544
SEA,2021,SEA,2021020191,SEA,VGK,AWAY,20211109,Team Level,5on5,0.499,0.5256,0.4815,2900,18.468,1.557,1.331,4.62,0.603,10.338,7.55,1.549,1.629,1.621,19,7,15,41,1,2,0,2,1,6,14,18,25,2,4,29,28,9,2,19,7,0,0.66,0.897,0,0,1,0,41.941,26,26.673,0,0.271,0.215,0.215,1.614,1.689,1.681,20.727,1.563,1.322,5.698,0.669,11.13,7.617,1.549,1.507,1.494,19,9,9,37,3,2,1,8,1,9,5,16,25,4,8,21,13,9,5,24,3,1,0.835,0.444,0.285,1,1,1,36.112,28,27.157,2,0.273,0.332,0.332,1.505,1.455,1.445
SEA,2021,SEA,2021020191,SEA,VGK,AWAY,20211109,Team Level,4on5,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.766,0.293,0.164,0.511,0.05,0.679,0.303,0.288,0.293,0.288,2,0,0,2,1,0,0,1,0,0,0,1,1,0,0,2,1,0,1,1,0,1,0.07,0,0.223,0,0,1,2,2,2,0,0.043,0,0,0.336,0.336,0.33
SEA,2021,SEA,2021020191,SEA,VGK,AWAY,20211109,Team Level,5on4,0.977,0.7,0.7143,314,4.09,0.934,0.326,0.725,0.097,1.915,1.003,0.919,0.934,0.919,4,1,2,7,1,1,1,0,0,2,1,3,4,0,0,0,0,0,0,4,0,1,0.049,0,0.885,0,0,1,7,5,5,0,0.078,0.885,0.885,0.127,0.127,0.127,1.501,0.022,0.047,0.185,0.039,0.393,1.314,0.022,0.022,0.022,2,0,1,3,0,0,0,0,0,0,2,2,2,0,0,3,0,2,0,2,0,0,0.022,0,0,0,0,0,3,2,2,0,0.013,0,0,0.034,0.034,0.034
SEA,2021,SEA,2021020205,SEA,ANA,HOME,20211111,Team Level,other,0.1089,0.5556,0.4286,217,1.978,0.15,0.147,0.373,0.066,1.531,0.734,0.149,0.15,0.149,2,1,2,5,1,0,0,0,0,1,1,1,2,0,0,4,0,0,0,2,1,0,0.059,0.091,0,1,0,0,5,3,3,0,0.037,0,0,0.187,0.187,0.186,2.314,1.228,0.094,0.279,0.091,1.074,1.234,1.228,1.228,1.228,3,1,0,4,3,0,0,0,0,0,1,0,1,0,0,2,1,0,0,1,0,3,0.034,0,1.194,1,0,2,4,4,4,0,0.022,0,0,1.25,1.25,1.25
SEA,2021,SEA,2021020205,SEA,ANA,HOME,20211111,Team Level,all,0.3265,0.434,0.4321,3600,24.11,1.562,1.766,5.335,0.748,15.549,10.04,1.542,1.454,1.435,25,10,11,46,4,1,0,6,0,11,13,21,31,3,9,27,20,8,4,31,4,0,1.036,0.526,0,3,1,0,42.523,35,32.338,2,0.371,0.172,0.172,1.762,1.642,1.625,32.956,3.222,1.82,8.122,1.154,17.118,14.564,3.135,3.415,3.32,36,10,14,60,7,5,1,6,2,9,17,29,39,3,9,25,26,5,4,37,4,5,0.911,0.475,1.835,4,0,3,66.167,46,50.462,3,0.373,0.911,0.911,2.684,2.824,2.801
SEA,2021,SEA,2021020205,SEA,ANA,HOME,20211111,Team Level,5on5,0.4083,0.4167,0.4247,3321,21.432,1.376,1.566,4.805,0.66,13.568,9.025,1.358,1.268,1.251,22,9,9,40,3,1,0,6,0,10,11,19,28,3,9,23,20,8,4,28,3,0,0.941,0.435,0,2,1,0,36.523,31,28.338,2,0.317,0.172,0.172,1.522,1.402,1.387,30.643,1.994,1.726,7.844,1.063,16.044,13.33,1.907,2.187,2.092,33,9,14,56,4,5,1,6,2,9,16,29,38,2,7,22,25,5,4,36,4,2,0.877,0.475,0.641,3,0,1,62.167,42,46.462,3,0.351,0.911,0.911,1.434,1.574,1.551
SEA,2021,SEA,2021020205,SEA,ANA,HOME,20211111,Team Level,4on5,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEA,2021,SEA,2021020205,SEA,ANA,HOME,20211111,Team Level,5on4,1,1,1,28,0.7,0.036,0.053,0.157,0.022,0.45,0.282,0.036,0.036,0.036,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0.036,0,0,0,0,0,1,1,1,0,0.017,0,0,0.053,0.053,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEA,2021,SEA,2021020223,SEA,MIN,HOME,20211113,Team Level,other,0.094,0.7143,0.6667,242,2.748,0.114,0.221,0.494,0.081,2.315,0.774,0.114,0.114,0.114,1,3,1,5,1,0,0,0,0,2,1,0,3,0,0,3,1,1,0,4,0,0,0.114,0,0,1,0,0,5,4,4,0,0.055,0,0,0.169,0.169,0.169,1.273,1.099,0.053,0.047,0.033,0.343,0.424,1.099,1.099,1.099,1,1,0,2,1,1,1,0,0,0,0,0,1,0,0,2,0,2,0,0,0,2,0,0,1.099,0,0,1,2,2,2,0,0.013,0.718,0.718,0.394,0.394,0.394
SEA,2021,SEA,2021020223,SEA,MIN,HOME,20211113,Team Level,all,0.5058,0.602,0.6203,3600,33.947,2.985,2.659,7.09,1.069,21.839,13.358,2.906,2.802,2.726,30,19,10,59,2,1,0,10,0,23,13,28,47,1,2,31,34,5,14,36,12,1,1.148,1.587,0.25,1,0,1,55.181,49,45.81,5,0.588,0.176,0.176,3.397,3.202,3.119,22.787,2.916,1.439,5.217,0.688,10.772,8.968,2.85,3.11,3.039,22,8,9,39,4,3,1,7,0,7,9,18,26,3,6,26,24,6,5,23,1,6,0.595,0.156,2.165,0,1,3,43.16,30,32.712,4,0.31,1.174,1.174,2.051,2.229,2.223
