team,season,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
SEA,2023,SEA,2023020625,SEA,BUF,AWAY,20240109,Team Level,5on4,0.6551,0.6667,0.6667,115,1.448,0.473,0.094,0.218,0.038,0.783,0.394,0.473,0.473,0.473,2,0,0,2,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0.004,0,0.469,0,0,1,2,2,2,0,0.03,0,0,0.504,0.504,0.504,0.807,0.249,0.048,0.057,0.019,0.184,0.442,0.249,0.249,0.249,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0.249,0,0,0,1,1,1,0,0.011,0,0,0.26,0.26,0.26
SEA,2023,SEA,2023020645,SEA,WSH,AWAY,20240111,Team Level,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEA,2023,SEA,2023020645,SEA,WSH,AWAY,20240111,Team Level,all,0.4689,0.504,0.4787,3600,31.892,3.121,2.199,7.676,1.062,17.587,13.355,3.097,3.439,3.412,23,22,18,63,4,2,0,4,0,21,14,19,41,1,2,25,11,8,6,34,8,3,1.122,1.077,0.922,3,1,0,70.494,45,50.047,3,0.457,0.713,0.713,2.865,3.161,3.145,34.296,3.535,2.626,9.427,1.38,18.868,13.164,3.079,3.331,2.888,26,23,13,62,1,9,0,4,1,17,17,25,48,1,2,28,11,9,14,33,11,5,0.949,1.371,1.214,1,0,0,57.062,49,45.444,9,0.569,1.643,1.643,2.461,2.3,2.118
SEA,2023,SEA,2023020645,SEA,WSH,AWAY,20240111,Team Level,5on5,0.5635,0.5385,0.5233,3360,31.892,3.121,2.199,7.676,1.062,17.587,13.355,3.097,3.439,3.412,23,22,18,63,4,2,0,4,0,21,14,19,41,1,2,24,11,8,6,34,8,3,1.122,1.077,0.922,3,1,0,70.494,45,50.047,3,0.457,0.713,0.713,2.865,3.161,3.145,28.403,2.418,2.009,7.967,1.137,15.945,11.524,2.262,2.214,2.071,22,19,13,54,1,6,0,3,1,15,15,21,40,1,2,26,11,9,14,30,9,2,0.795,1.167,0.456,1,0,0,49.062,41,37.444,9,0.414,0.884,0.884,1.947,1.786,1.745
SEA,2023,SEA,2023020645,SEA,WSH,AWAY,20240111,Team Level,4on5,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.894,1.117,0.617,1.46,0.243,2.923,1.64,0.817,1.117,0.817,4,4,0,8,0,3,0,1,0,2,2,4,8,0,0,1,0,0,0,3,2,3,0.154,0.204,0.758,0,0,0,8,8,8,0,0.155,0.758,0.758,0.514,0.514,0.372
SEA,2023,SEA,2023020645,SEA,WSH,AWAY,20240111,Team Level,5on4,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEA,2023,SEA,2023020658,SEA,CBJ,AWAY,20240113,Team Level,other,0.7041,0.1538,0.25,187,1.311,1.304,0.037,0.043,0.033,0.248,0.336,0.881,1.304,0.881,1,1,0,2,1,0,0,0,0,1,0,0,1,1,2,1,1,0,0,0,0,2,0,0,1.304,0,0,1,2,2,2,0,0.01,0,0,1.313,1.313,0.885,4.355,0.548,0.362,0.681,0.154,3.011,1.244,0.518,0.548,0.518,5,1,5,11,1,0,0,2,0,3,0,4,5,0,0,3,0,0,0,3,3,0,0.152,0.396,0,0,1,0,11,6,6,0,0.099,0,0,0.648,0.648,0.612
SEA,2023,SEA,2023020658,SEA,CBJ,AWAY,20240113,Team Level,all,0.5666,0.424,0.5056,3600,31.755,4.072,2.081,7.878,1.128,17.862,11.978,3.544,4.183,3.651,36,9,8,53,7,3,0,5,0,15,15,29,38,3,9,29,25,5,1,33,7,5,0.896,0.896,2.28,3,1,3,54.731,45,46.21,0,0.461,0.526,0.526,4.008,4.103,3.63,31.103,3.115,2.045,7.318,1.064,17.994,12.463,2.94,2.962,2.795,34,10,28,72,4,3,0,7,0,24,6,30,40,3,9,30,18,3,4,30,11,3,0.916,1.286,0.913,3,1,0,69.078,44,42.111,3,0.451,0.913,0.913,2.653,2.536,2.453
SEA,2023,SEA,2023020658,SEA,CBJ,AWAY,20240113,Team Level,5on5,0.4775,0.4194,0.4638,2999,23.01,2.243,1.472,6.319,0.852,11.992,9.122,2.159,2.354,2.266,28,4,7,39,5,3,0,4,0,6,14,23,27,2,7,27,24,4,1,23,7,2,0.833,0.896,0.513,3,1,1,40.731,32,33.21,0,0.311,0.526,0.526,2.028,2.124,2.103,26.075,2.454,1.63,6.472,0.885,14.54,11.019,2.309,2.3,2.164,28,9,17,54,3,3,0,5,0,20,6,25,34,3,9,23,18,2,4,27,7,3,0.763,0.778,0.913,3,0,0,51.078,37,35.111,3,0.338,0.913,0.913,1.879,1.762,1.716
SEA,2023,SEA,2023020658,SEA,CBJ,AWAY,20240113,Team Level,4on5,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.672,0.113,0.054,0.165,0.026,0.443,0.2,0.113,0.113,0.113,1,0,6,7,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,1,0,0,0.113,0,0,0,0,7,1,1,0,0.013,0,0,0.126,0.126,0.126
SEA,2023,SEA,2023020658,SEA,CBJ,AWAY,20240113,Team Level,5on4,1,1,1,219,7.434,0.526,0.572,1.516,0.243,5.622,2.521,0.504,0.526,0.504,7,4,1,12,1,0,0,1,0,8,1,6,10,0,0,1,0,0,0,10,0,1,0.063,0,0.462,0,0,1,12,11,11,0,0.14,0,0,0.666,0.666,0.642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEA,2023,SEA,2023020677,SEA,PIT,AWAY,20240115,Team Level,other,0.0178,0.5,0.5,15,0.3,0.01,0.068,0.143,0.05,0.405,0.324,0.01,0.01,0.01,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.01,0,0,0,0,0,1,1,1,0,0.022,0,0,0.032,0.032,0.032,0.584,0.552,0.013,0.012,0.015,0.2,0.209,0.552,0.552,0.552,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.552,0,0,1,1,1,1,0,0.004,0,0,0.556,0.556,0.556
SEA,2023,SEA,2023020677,SEA,PIT,AWAY,20240115,Team Level,all,0.3314,0.4464,0.4524,3600,27.328,1.46,1.585,7.454,0.934,15.148,11.419,1.448,1.457,1.445,22,16,12,50,0,2,0,8,0,14,14,22,38,2,4,24,22,9,7,33,4,1,0.591,0.621,0.247,0,0,0,48.227,38,37.127,3,0.349,0.437,0.437,1.371,1.379,1.376,32.961,2.946,1.974,7.342,1.067,18.458,14.213,2.908,2.94,2.903,33,13,16,62,3,2,0,5,0,20,16,30,43,2,4,36,14,6,4,36,9,1,1.147,1.247,0.552,1,1,1,63.762,46,46.8,0,0.414,0.379,0.379,2.981,2.971,2.946
SEA,2023,SEA,2023020677,SEA,PIT,AWAY,20240115,Team Level,5on5,0.3814,0.433,0.4247,3105,22.555,1.38,1.246,6.264,0.754,12.117,9.239,1.368,1.378,1.366,17,14,11,42,0,2,0,7,0,11,11,17,31,2,4,22,20,8,7,26,4,1,0.511,0.621,0.247,0,0,0,40.227,31,30.127,3,0.255,0.437,0.437,1.197,1.205,1.203,30.005,2.238,1.828,6.921,0.984,17.136,12.894,2.2,2.232,2.194,30,12,13,55,2,2,0,4,0,19,15,28,40,2,4,30,14,5,3,34,8,0,1.076,1.162,0,1,1,0,56.762,42,42.8,0,0.377,0.379,0.379,2.236,2.226,2.201
SEA,2023,SEA,2023020677,SEA,PIT,AWAY,20240115,Team Level,4on5,0.0488,0.1667,0.25,240,0.766,0.008,0.016,0.054,0.01,0.208,0.704,0.008,0.008,0.008,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,2,1,0,1,0,0,0.008,0,0,0,0,0,1,1,1,0,0.003,0,0,0.011,0.011,0.011,2.372,0.156,0.133,0.409,0.068,1.122,1.11,0.156,0.156,0.156,2,1,2,5,0,0,0,1,0,1,1,2,3,0,0,3,0,1,1,2,1,0,0.071,0.085,0,0,0,0,5,3,3,0,0.033,0,0,0.188,0.188,0.188
SEA,2023,SEA,2023020677,SEA,PIT,AWAY,20240115,Team Level,5on4,1,0.8571,1,240,3.707,0.062,0.256,0.994,0.12,2.418,1.151,0.062,0.062,0.062,4,1,1,6,0,0,0,1,0,2,2,4,5,0,0,1,0,0,0,5,0,0,0.062,0,0,0,0,0,6,5,5,0,0.069,0,0,0.131,0.131,0.13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SEA,2023,SEA,2023020681,SEA,NYR,AWAY,20240116,Team Level,other,0,0.3333,0,25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.186,0.778,0.08,0.11,0.04,0.505,0.486,0.778,0.778,0.778,1,1,0,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,0,0,0.778,0,0,1,2,2,2,0,0.021,0,0,0.799,0.799,0.799
SEA,2023,SEA,2023020681,SEA,NYR,AWAY,20240116,Team Level,all,0.597,0.5593,0.5556,3600,36.875,4.459,2.162,9.377,1.222,18.491,14.288,4.382,4.44,4.363,31,19,16,66,2,4,0,8,0,18,18,29,48,2,4,14,18,6,6,36,9,5,0.866,1.295,2.298,0,0,2,62.499,50,48.341,1,0.458,0.677,0.677,4.24,4.216,4.193,28.049,3.01,1.985,6.88,0.891,16.039,11.194,2.985,3.028,3.002,23,17,12,52,5,2,0,1,0,13,19,18,35,2,4,29,24,11,8,27,10,3,0.776,1.207,1.027,1,3,1,54.34,40,41.138,6,0.43,0.157,0.157,3.283,3.301,3.274
SEA,2023,SEA,2023020681,SEA,NYR,AWAY,20240116,Team Level,5on5,0.6224,0.5943,0.5854,3239,35.066,3.078,2.107,9.274,1.2,18.208,14.132,3.001,3.058,2.981,29,19,15,63,0,4,0,8,0,18,18,29,48,2,4,12,15,6,6,36,9,3,0.866,1.295,0.916,0,0,0,59.499,48,46.341,1,0.431,0.677,0.677,2.832,2.807,2.784,23.772,1.867,1.623,5.918,0.766,13.93,9.896,1.841,1.884,1.858,21,13,9,43,3,2,0,1,0,12,16,18,31,2,4,24,23,10,8,25,8,1,0.683,0.935,0.249,1,2,0,45.34,34,35.138,6,0.335,0.157,0.157,2.044,2.063,2.035
SEA,2023,SEA,2023020681,SEA,NYR,AWAY,20240116,Team Level,4on5,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.091,0.366,0.282,0.852,0.085,1.603,0.812,0.366,0.366,0.366,1,3,3,7,1,0,0,0,0,1,2,0,3,0,0,3,0,0,0,2,2,0,0.093,0.273,0,0,1,0,7,4,4,0,0.074,0,0,0.44,0.44,0.44
SEA,2023,SEA,2023020681,SEA,NYR,AWAY,20240116,Team Level,5on4,1,1,1,135,1.809,1.382,0.055,0.102,0.022,0.283,0.155,1.382,1.382,1.382,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1.382,0,0,2,2,2,2,0,0.027,0,0,1.409,1.409,1.409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEA,2023,SEA,2023020698,SEA,EDM,AWAY,20240118,Team Level,other,0.4688,0.6,0.5,134,0.732,0.015,0.023,0.174,0.019,0.364,0.405,0.015,0.015,0.015,1,0,2,3,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0.015,0,0,0,0,0,3,1,1,0,0.006,0,0,0.021,0.021,0.021,0.772,0.017,0.023,0.225,0.019,0.338,0.378,0.017,0.017,0.017,1,0,1,2,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0.017,0,0,0,0,0,2,1,1,0,0.005,0,0,0.023,0.023,0.023
SEA,2023,SEA,2023020698,SEA,EDM,AWAY,20240118,Team Level,all,0.3106,0.5182,0.4634,3600,28.614,1.688,1.908,6.761,0.884,15.121,11.637,1.681,1.788,1.78,27,11,19,57,2,0,0,9,0,15,12,25,36,5,13,16,38,7,8,31,5,2,0.629,0.556,0.503,0,2,0,58.368,38,38.901,5,0.423,0,0,2.111,2.223,2.211,31.848,3.747,2.499,6.673,1.046,17.111,12.923,3.543,3.694,3.49,36,8,9,53,4,3,2,4,0,16,17,32,40,7,14,34,16,10,13,24,14,6,0.613,1.552,1.581,0,2,2,52.315,44,43.918,4,0.585,0.81,0.81,3.522,3.468,3.368
SEA,2023,SEA,2023020698,SEA,EDM,AWAY,20240118,Team Level,5on5,0.4974,0.5132,0.4727,2634,19.734,1.53,1.115,4.663,0.608,10.192,7.891,1.523,1.629,1.622,18,8,13,39,2,0,0,5,0,10,9,16,24,4,11,10,36,6,7,19,5,2,0.471,0.556,0.503,0,2,0,40.368,26,26.901,5,0.231,0,0,1.761,1.872,1.863,19.753,1.546,1.462,4.7,0.688,11.747,8.855,1.515,1.493,1.462,24,5,8,37,2,1,1,4,0,12,10,22,27,5,10,23,15,6,11,20,8,1,0.512,0.818,0.216,0,2,0,36.315,29,28.918,3,0.301,0.107,0.107,1.741,1.687,1.653
SEA,2023,SEA,2023020698,SEA,EDM,AWAY,20240118,Team Level,4on5,0.0156,0.0769,0.0769,333,0.794,0.034,0.029,0.161,0.027,0.187,0.562,0.034,0.034,0.034,1,0,0,1,0,0,0,0,0,0,1,1,1,1,2,1,2,1,0,1,0,0,0.034,0,0,0,0,0,1,1,1,0,0.006,0,0,0.04,0.04,0.04,9.738,2.141,0.973,1.588,0.303,4.618,2.377,1.968,2.141,1.968,9,3,0,12,2,2,1,0,0,4,4,7,10,2,4,5,0,2,1,1,6,5,0.041,0.734,1.366,0,0,2,12,12,12,0,0.268,0.703,0.703,1.706,1.706,1.639
SEA,2023,SEA,2023020698,SEA,EDM,AWAY,20240118,Team Level,5on4,0.7171,0.875,0.8333,499,7.354,0.109,0.741,1.763,0.23,4.378,2.779,0.108,0.109,0.108,7,3,4,14,0,0,0,3,0,5,2,7,10,0,0,3,0,0,1,10,0,0,0.109,0,0,0,0,0,14,10,10,0,0.18,0,0,0.289,0.289,0.287,1.586,0.043,0.041,0.161,0.037,0.407,1.312,0.043,0.043,0.043,2,0,0,2,0,0,0,0,0,0,2,2,2,0,0,5,1,1,1,2,0,0,0.043,0,0,0,0,0,2,2,2,1,0.01,0,0,0.053,0.053,0.053
SEA,2023,SEA,2023020723,SEA,TOR,HOME,20240121,Team Level,other,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.01,0.068,0.143,0.05,0.405,0.324,0.01,0.01,0.01,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.01,0,0,1,0,0,1,1,1,0,0.016,0,0,0.026,0.026,0.026
SEA,2023,SEA,2023020723,SEA,TOR,HOME,20240121,Team Level,all,0.5022,0.4386,0.3896,3600,21.699,1.865,1.455,5.886,0.763,11.803,8.229,1.831,1.732,1.7,17,13,20,50,1,2,0,5,0,12,10,16,29,4,11,15,24,10,0,22,7,1,0.724,0.883,0.258,0,1,0,45.936,30,27.794,0,0.319,0.334,0.334,1.85,1.722,1.706,33.189,1.849,2.276,7.679,1.109,20.063,14.025,1.822,2.018,1.989,26,21,17,64,3,0,0,8,0,12,24,23,44,4,11,38,17,19,2,40,6,1,0.979,0.649,0.22,1,2,0,69.402,47,50.885,1,0.48,0,0,2.329,2.531,2.498
SEA,2023,SEA,2023020723,SEA,TOR,HOME,20240121,Team Level,5on5,0.4817,0.46,0.4091,3092,19.621,1.655,1.266,5.433,0.694,10.41,7.542,1.629,1.521,1.497,17,10,19,46,1,2,0,5,0,11,8,16,26,4,11,13,23,10,0,21,5,1,0.69,0.707,0.258,0,1,0,41.936,27,24.794,0,0.266,0.334,0.334,1.587,1.46,1.452,28.136,1.781,1.714,6.627,0.916,16.259,11.703,1.755,1.951,1.922,21,18,15,54,2,0,0,7,0,9,21,19,37,4,11,32,16,16,1,32,6,1,0.912,0.649,0.22,0,2,0,59.402,39,42.885,1,0.346,0,0,2.128,2.33,2.298
SEA,2023,SEA,2023020723,SEA,TOR,HOME,20240121,Team Level,4on5,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.032,0.049,0.469,0.784,0.121,3.164,1.412,0.049,0.049,0.049,3,3,2,8,0,0,0,1,0,3,2,3,6,0,0,3,0,0,1,6,0,0,0.049,0,0,0,0,0,8,6,6,0,0.111,0,0,0.16,0.16,0.159
SEA,2023,SEA,2023020723,SEA,TOR,HOME,20240121,Team Level,5on4,0.9633,0.8,0.75,240,2.078,0.21,0.188,0.453,0.068,1.394,0.687,0.203,0.21,0.203,0,3,1,4,0,0,0,0,0,1,2,0,3,0,0,1,0,0,0,1,2,0,0.034,0.177,0,0,0,0,4,3,3,0,0.052,0,0,0.263,0.263,0.253,0.721,0.008,0.025,0.125,0.022,0.234,0.586,0.008,0.008,0.008,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,3,1,3,0,1,0,0,0.008,0,0,0,0,0,1,1,1,0,0.007,0,0,0.015,0.015,0.015
SEA,2023,SEA,2023020743,SEA,CHI,HOME,20240124,Team Level,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEA,2023,SEA,2023020743,SEA,CHI,HOME,20240124,Team Level,all,0.4314,0.4531,0.4222,3600,27.193,2.785,1.867,6.328,1.057,14.988,10.976,2.725,2.822,2.762,29,9,20,58,6,2,1,8,2,10,10,23,32,3,6,34,7,6,4,27,8,3,0.931,0.992,0.862,3,2,1,62.74,38,39.476,1,0.415,0.635,0.635,2.565,2.6,2.581,37.393,3.671,2.805,9.077,1.364,20.234,14.849,3.625,3.673,3.625,34,18,18,70,2,5,0,11,0,14,20,32,50,3,6,33,16,11,4,43,5,4,1.13,0.595,1.947,1,0,1,66.472,52,50.583,4,0.631,1.051,1.051,3.251,3.221,3.192
SEA,2023,SEA,2023020743,SEA,CHI,HOME,20240124,Team Level,5on5,0.4521,0.4909,0.4667,2990,24.683,2.198,1.611,5.77,0.871,14.045,10.506,2.184,2.235,2.221,27,8,19,54,6,1,1,7,2,10,9,21,29,3,6,25,6,6,4,26,7,2,0.88,0.886,0.432,3,2,1,58.74,35,36.476,1,0.335,0.205,0.205,2.328,2.363,2.348,28.475,2.664,1.726,6.853,0.94,15.573,12.244,2.633,2.666,2.634,26,14,16,56,1,2,0,8,0,11,18,25,39,3,6,28,15,10,4,33,4,3,1.004,0.511,1.149,1,0,0,52.472,40,38.583,4,0.358,0.922,0.922,2.1,2.07,2.059
SEA,2023,SEA,2023020743,SEA,CHI,HOME,20240124,Team Level,4on5,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.618,0.997,1.011,2.081,0.374,4.256,2.282,0.982,0.997,0.982,8,3,2,13,1,3,0,3,0,3,1,7,10,0,0,3,0,0,0,9,1,1,0.116,0.084,0.798,0,0,1,13,11,11,0,0.259,0.129,0.129,1.127,1.127,1.109
SEA,2023,SEA,2023020743,SEA,CHI,HOME,20240124,Team Level,5on4,0.9832,0.8,0.75,360,2.51,0.587,0.256,0.558,0.187,0.943,0.47,0.541,0.587,0.541,2,1,1,4,0,1,0,1,0,0,1,2,3,0,0,4,0,0,0,1,1,1,0.051,0.106,0.43,0,0,0,4,3,3,0,0.08,0.43,0.43,0.237,0.237,0.233,0.3,0.01,0.068,0.143,0.05,0.405,0.324,0.01,0.01,0.01,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,2,1,1,0,1,0,0,0.01,0,0,0,0,0,1,1,1,0,0.014,0,0,0.024,0.024,0.024
SEA,2023,SEA,2023020758,SEA,STL,HOME,20240126,Team Level,other,0.3236,0.4444,0.5,58,2.769,0.166,0.194,0.468,0.089,1.907,1.176,0.165,0.166,0.165,2,2,0,4,0,0,0,1,0,2,1,2,4,0,0,1,0,0,0,4,0,0,0.166,0,0,0,0,0,4,4,4,0,0.048,0,0,0.214,0.214,0.212,3.007,0.347,0.199,0.467,0.092,1.382,1.512,0.342,0.347,0.342,2,2,1,5,1,0,0,0,0,1,2,1,3,0,0,2,0,0,0,2,2,0,0.125,0.222,0,0,1,0,5,4,4,0,0.057,0,0,0.404,0.404,0.399
SEA,2023,SEA,2023020758,SEA,STL,HOME,20240126,Team Level,all,0.6245,0.6522,0.6207,3811,38.734,3.697,2.793,10.019,1.385,21.433,14.673,3.541,3.594,3.444,36,18,21,75,3,5,0,8,0,11,27,33,51,2,4,23,14,14,1,39,11,4,1.146,1.668,0.883,1,2,0,74.358,54,53.562,0,0.607,0.897,0.897,3.407,3.331,3.296,22.296,2.223,1.431,5.209,0.786,13.237,10.114,2.212,2.258,2.247,18,15,7,40,4,2,0,4,0,9,14,14,29,2,4,27,15,9,1,27,4,2,0.727,0.474,1.022,1,1,2,40.728,33,33.541,0,0.322,0.106,0.106,2.439,2.482,2.47
SEA,2023,SEA,2023020758,SEA,STL,HOME,20240126,Team Level,5on5,0.7934,0.6947,0.662,3377,33.672,3.115,2.427,9.106,1.21,18.277,12.866,2.96,3.012,2.863,32,15,19,66,2,5,0,7,0,8,25,30,45,2,4,21,13,13,1,34,10,3,0.953,1.524,0.638,1,1,0,65.358,47,46.562,0,0.516,0.897,0.897,2.734,2.658,2.625,15.654,0.811,1.049,4.209,0.588,10.028,7.315,0.808,0.846,0.843,12,12,5,29,1,2,0,4,0,7,10,11,23,2,4,22,14,8,1,22,2,0,0.56,0.251,0,1,0,0,29.728,24,24.541,0,0.21,0.106,0.106,0.915,0.958,0.954
SEA,2023,SEA,2023020758,SEA,STL,HOME,20240126,Team Level,4on5,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.842,1.037,0.158,0.418,0.09,1.598,0.698,1.034,1.037,1.034,3,1,1,5,2,0,0,0,0,1,1,1,2,0,0,2,0,0,0,2,0,2,0.015,0,1.022,0,0,2,5,4,4,0,0.05,0,0,1.087,1.087,1.084
SEA,2023,SEA,2023020758,SEA,STL,HOME,20240126,Team Level,5on4,0.9369,0.8333,0.75,199,2.293,0.416,0.173,0.445,0.086,1.25,0.631,0.416,0.416,0.416,2,1,2,5,1,0,0,0,0,1,1,1,2,0,0,1,0,0,0,1,1,1,0.026,0.145,0.245,0,1,0,5,3,3,0,0.043,0,0,0.459,0.459,0.459,0.794,0.028,0.024,0.114,0.016,0.229,0.588,0.028,0.028,0.028,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0.028,0,0,0,0,0,1,1,1,0,0.005,0,0,0.033,0.033,0.033
